	质量 A	
t	θr	
0.033	30.05
0.050	29.79
0.067	29.43
0.083	28.90
0.100	28.26
0.117	27.32
0.133	27.31
0.150	26.24
0.167	24.92
0.183	23.22
0.200	21.52
0.217	18.98
0.233	18.98
0.250	16.45
0.267	13.48
0.283	10.40
0.300	6.214
0.317	2.919
0.333	2.518
0.350	-1.834
0.367	-5.113
0.383	-9.869
0.400	-13.22
0.417	-16.34
0.433	-16.33
0.450	-19.05
0.467	-21.20
0.483	-23.11
0.500	-24.59
0.517	-25.85
0.533	-25.83
0.550	-26.87
0.567	-27.64
0.583	-28.26
0.600	-28.76
0.617	-29.12
0.633	-29.13
0.650	-29.38
0.667	-29.54
0.683	-29.65
0.700	-29.69
0.717	-29.64
0.733	-29.63
0.750	-29.51
0.767	-29.31
0.783	-29.01
0.800	-28.61
0.817	-28.09
0.833	-28.09
0.850	-27.42
0.867	-26.63
0.883	-25.56
0.900	-24.34
0.917	-22.73
0.933	-22.75
0.950	-20.79
0.967	-18.48
0.983	-15.43
1.000	-12.18
1.017	-8.430
1.033	-8.384
1.050	-4.413
1.067	
1.083	3.771
1.100	6.779
1.117	10.52
1.133	10.51
1.150	14.22
1.167	16.87
1.183	19.78
1.200	22.04
1.217	23.92
1.233	23.91
1.250	25.56
1.267	26.78
1.283	27.79
1.300	28.51
1.317	28.97
1.333	28.95
1.350	29.28
1.367	29.54
1.383	29.69
1.400	29.76
1.417	29.78
1.433	29.78
1.450	29.75
1.467	29.60
1.483	29.45
1.500	29.17
1.517	28.82
1.533	28.81
1.550	28.32
1.567	27.67
1.583	26.68
1.600	25.52
1.617	24.04
1.633	24.03
1.650	22.39
1.667	20.26
1.683	17.63
1.700	14.88
1.717	11.23
1.733	11.20
1.750	7.818
1.767	4.625
1.783	9.621E-2
1.800	-2.997
1.817	-6.883
1.833	-6.895
1.850	-10.49
1.867	-13.70
1.883	-16.71
1.900	-19.29
1.917	-21.44
1.933	-21.45
1.950	-23.27
1.967	-24.66
1.983	-25.91
2.000	-26.86
2.017	-27.59
2.033	-27.59
2.050	-28.19
2.067	-28.61
2.083	-28.94
2.100	-29.16
2.117	-29.32
2.133	-29.33
2.150	-29.43
2.167	-29.43
2.183	-29.35
2.200	-29.18
2.217	-28.93
2.233	-28.93
2.250	-28.54
2.267	-28.09
2.283	-27.42
2.300	-26.62
2.317	-25.59
2.333	-25.59
2.350	-24.27
2.367	-22.77
2.383	-20.84
2.400	-18.71
2.417	-16.05
2.433	-16.04
2.450	-13.10
2.467	-9.958
2.483	-6.228
2.500	-2.526
2.517	1.374
2.533	1.519
2.550	5.208
2.567	
2.583	
2.600	15.16
2.617	18.03
2.633	17.91
2.650	20.24
2.667	22.24
2.683	23.87
2.700	25.19
2.717	26.21
2.733	26.20
2.750	27.07
2.767	27.72
2.783	28.28
2.800	28.67
2.817	28.91
2.833	28.92
2.850	29.05
2.867	29.08
2.883	29.03
2.900	28.92
2.917	28.73
2.933	28.73
2.950	28.45
2.967	28.08
2.983	27.50
3.000	26.90
3.017	26.04
3.033	26.05
3.050	25.03
3.067	23.78
3.083	22.18
3.100	20.19
3.117	17.76
3.133	17.76
3.150	15.17
3.167	12.02
3.183	8.102
3.200	5.366
3.217	
3.233	
3.250	-1.698
3.267	-5.325
3.283	-8.969
3.300	-12.10
3.317	-15.16
3.333	-15.13
3.350	-17.74
3.367	-19.95
3.383	-21.97
3.400	-23.52
